Datetime,base - Site Energy: Total (E) (kWh),base - Site Energy: PV (E) (kWh),OWM Temp,base - Living Space: Indoor Temperature (F),base - Garage: Indoor Temperature (F),base - Unfinished Basement: Indoor Temperature (F),base - Crawlspace: Indoor Temperature (F),base - Unfinished Attic: Indoor Temperature (F),base - Weather: Outdoor Drybulb (F)
2021-01-01 00:30:00,0.663525,0.0,74.94800000000004,75.9982,72.1245,71.1661,70.8079,73.5599,74.8055
2021-01-01 01:30:00,0.54327,0.0,74.37200000000004,75.9986,72.1722,71.1981,70.786,73.4887,74.612
2021-01-01 02:30:00,0.463534,0.0,74.22800000000007,75.999,72.1181,71.2261,70.7592,73.2327,74.288
2021-01-01 03:30:00,0.419508,0.0,74.26400000000002,75.9992,72.0845,71.2518,70.7373,73.0825,74.249
2021-01-01 04:30:00,0.422262,0.0,74.44400000000007,75.9994,72.0866,71.2715,70.7161,73.1121,74.369
2021-01-01 05:30:00,0.465931,0.0,72.23000000000005,75.9817,72.0331,71.2812,70.6957,72.6048,73.1525
2021-01-01 06:30:00,0.689701,0.0,73.45400000000006,75.9842,71.8491,71.2932,70.6758,72.2491,72.944
2021-01-01 07:30:00,0.900663,0.0713,73.76000000000008,75.9992,71.9669,71.2628,70.6709,72.633,73.6325
2021-01-01 08:30:00,1.06108,0.412099,76.04600000000005,75.9982,72.6621,71.2029,70.6815,74.3131,75.0935
2021-01-01 09:30:00,1.411,0.525804,76.22600000000008,75.9954,74.0418,71.0656,70.6936,77.211,76.151
2021-01-01 10:30:00,1.52715,1.46151,78.908,75.997,75.139,70.8707,70.7256,80.7468,77.7905
2021-01-01 11:30:00,1.5579,2.72757,79.44800000000004,75.997,75.9877,70.9691,70.7851,84.692,79.223
2021-01-01 12:30:00,1.67418,3.69699,79.30400000000006,75.9945,76.6065,70.9246,70.8533,87.1257,79.364
2021-01-01 13:30:00,1.816,4.2171,78.80000000000001,75.9938,76.7731,70.8451,70.9302,87.6609,79.01
2021-01-01 14:30:00,2.06876,4.38729,77.66600000000001,75.9922,76.5574,70.7353,71.015,87.6708,78.1385
2021-01-01 15:30:00,2.02411,4.02046,79.34000000000003,75.9928,76.2866,70.5676,71.0911,87.3104,78.6425
2021-01-01 16:30:00,2.0724,3.12428,78.63800000000005,75.9926,75.9691,70.6588,71.1574,86.2452,78.9305
2021-01-01 17:30:00,2.21953,1.25815,77.55799999999999,75.9946,75.31,70.6855,71.2101,83.8037,78.008
2021-01-01 18:30:00,2.07385,0.0,76.5680000000001,75.9954,74.5726,70.7729,71.243,80.1422,76.9805
2021-01-01 19:30:00,1.99333,0.0,75.61400000000003,75.9946,74.0046,70.8451,71.2444,77.3605,76.0115
2021-01-01 20:30:00,1.99945,0.0,75.36200000000005,75.9944,73.6782,70.857,71.2249,75.7587,75.467
2021-01-01 21:30:00,1.65563,0.0,74.78600000000007,75.9959,73.4335,70.8092,71.1962,74.7872,75.026
2021-01-01 22:30:00,1.24891,0.0,75.09200000000001,75.9967,73.1657,71.0167,71.1639,74.1834,74.9645
2021-01-01 23:30:00,0.884252,0.0,74.60600000000002,75.9974,72.9972,71.1238,71.1303,73.74,74.8085
2021-01-02 00:30:00,0.675321,0.0,75.32600000000009,75.9981,72.903,71.2127,71.095,73.5849,75.026
2021-01-02 01:30:00,0.56192,0.0,74.82200000000003,75.9985,72.8894,71.2745,71.0592,73.5869,75.032
2021-01-02 02:30:00,0.482467,0.0,74.80400000000006,75.9988,72.8797,71.3102,71.0241,73.498,74.8115
2021-01-02 03:30:00,0.437645,0.0,74.84000000000003,75.9991,72.8656,71.3283,70.9897,73.5388,74.825
2021-01-02 04:30:00,0.445232,0.0,75.03800000000004,75.9992,72.8846,71.3424,70.9573,73.6365,74.9555
2021-01-02 05:30:00,0.90061,0.0,75.23600000000008,75.9952,72.9581,71.1966,70.9522,73.6843,75.1535
2021-01-02 06:30:00,0.857869,0.0,74.15600000000003,75.9984,72.9298,71.0496,70.9471,73.4925,74.606
2021-01-02 07:30:00,1.04178,0.055043,74.84000000000003,75.9976,72.8718,71.2566,70.937,73.5256,74.555
2021-01-02 08:30:00,1.19993,0.317674,77.54000000000002,75.9975,73.7904,71.1539,70.9346,75.5808,76.415
2021-01-02 09:30:00,1.30903,0.495095,78.54800000000003,75.9981,75.3229,71.1796,70.949,79.3243,78.128
2021-01-02 10:30:00,1.44431,1.50397,78.51200000000006,75.997,76.4569,71.1032,70.9883,83.145,78.527
2021-01-02 11:30:00,1.97275,2.36076,77.07200000000003,75.9955,76.7326,71.0426,71.0472,85.3694,77.672
2021-01-02 12:30:00,1.61284,3.21754,78.04400000000007,75.9952,76.8021,70.9754,71.1028,86.7249,77.639
2021-01-02 13:30:00,1.64952,3.70995,78.36800000000008,75.9948,77.0632,70.9563,71.1688,87.8688,78.233
2021-01-02 14:30:00,1.75573,4.30865,78.99800000000002,75.9942,77.0904,70.9031,71.2368,88.8535,78.7355
2021-01-02 15:30:00,1.88048,3.91773,78.87200000000004,75.9936,76.9832,70.8203,71.3015,88.5975,78.9245
2021-01-02 16:30:00,1.9691,3.11461,75.84800000000003,75.9936,76.3912,70.7641,71.363,86.4536,77.108
2021-01-02 17:30:00,2.06638,1.1864,74.84000000000003,75.9952,75.365,70.7855,71.4146,83.7881,75.26
2021-01-02 18:30:00,1.98404,0.0,74.2100000000001,75.9967,74.4045,70.8646,71.4441,79.0369,74.4725
2021-01-02 19:30:00,1.88734,0.0,74.33600000000007,75.9955,73.8332,70.9356,71.4412,75.9214,74.2835
2021-01-02 20:30:00,1.79257,0.0,74.48000000000005,75.996,73.5696,71.0016,71.4177,74.6408,74.42
2021-01-02 21:30:00,1.60326,0.0,74.30000000000001,75.9965,73.4125,71.067,71.3857,73.898,74.375
2021-01-02 22:30:00,1.20568,0.0,74.46200000000006,75.9972,73.2816,71.1463,71.3514,73.4645,74.3945
2021-01-02 23:30:00,0.845855,0.0,74.30000000000001,75.9978,73.1716,71.2386,71.3163,73.2132,74.3675
2021-01-03 00:30:00,0.641156,0.0,74.26400000000002,75.9984,73.0932,71.3212,71.2801,73.0329,74.279
2021-01-03 01:30:00,0.528786,0.0,73.76000000000008,75.9988,72.9958,71.3763,71.2437,72.7828,73.97
2021-01-03 02:30:00,0.447832,0.0,72.93200000000002,75.9992,72.8074,71.4034,71.208,72.2618,73.277
2021-01-03 03:30:00,0.394571,0.0,72.86000000000008,75.9995,72.628,71.4107,71.1719,71.7979,72.89
2021-01-03 04:30:00,0.389983,0.0,73.20200000000008,75.9998,72.5331,71.44,71.1366,71.7615,73.0595
2021-01-03 05:30:00,0.470614,0.0,73.05799999999999,75.9998,72.5442,71.4523,71.1346,71.8234,73.118
2021-01-03 06:30:00,0.722803,0.0,73.99400000000009,75.9995,72.5582,71.4394,71.1263,71.9568,73.604
2021-01-03 07:30:00,0.931027,0.049324,74.49800000000002,75.999,72.7742,71.3959,71.1118,72.4524,74.288
2021-01-03 08:30:00,1.23,0.324467,75.66800000000009,75.9973,73.8014,71.2717,71.1065,74.4649,75.1805
2021-01-03 09:30:00,1.45807,0.40908,77.64800000000002,75.9984,75.1078,71.2037,71.1178,77.9114,76.823
2021-01-03 10:30:00,1.47877,1.4239,77.72000000000007,75.9974,76.343,71.1831,71.1498,81.9107,77.69
2021-01-03 11:30:00,1.48319,2.53295,78.242,75.9961,76.9102,71.1635,71.2019,84.3688,78.0245
2021-01-03 12:30:00,1.61665,3.47832,78.11600000000001,75.9952,77.0407,71.078,71.2601,86.005,78.1685
2021-01-03 13:30:00,1.63493,4.0326,78.26000000000008,75.9949,77.2947,71.0141,71.323,88.0368,78.2
2021-01-03 14:30:00,1.70117,3.97903,77.21600000000001,75.9944,77.257,70.9809,71.4004,87.5468,77.651
2021-01-03 15:30:00,1.76347,3.43038,77.28800000000004,75.9941,76.7495,70.9372,71.4698,85.6263,77.258
2021-01-03 16:30:00,1.88314,2.75401,76.44200000000001,75.994,76.201,70.911,71.5295,83.8774,76.7945
2021-01-03 17:30:00,2.01424,0.895105,75.97400000000002,75.9944,75.483,70.9298,71.5747,81.546,76.169
2021-01-03 18:30:00,2.10319,0.0,75.12800000000007,75.9948,74.8312,70.9476,71.597,78.3197,75.4805
2021-01-03 19:30:00,1.95924,0.0,74.49800000000002,75.9948,74.2903,70.8844,71.5926,75.9131,74.7605
2021-01-03 20:30:00,1.90577,0.0,74.35400000000006,75.9958,73.9123,71.0783,71.5706,74.5573,74.414
2021-01-03 21:30:00,1.59703,0.0,75.02000000000007,75.9964,73.7117,71.1578,71.5426,74.0024,74.7425
2021-01-03 22:30:00,1.20788,0.0,74.82200000000003,75.9971,73.6167,71.2343,71.512,73.7177,74.9045
2021-01-03 23:30:00,0.840445,0.0,74.19200000000001,75.9978,73.5224,71.3236,71.4798,73.3711,74.4545
2021-01-04 00:30:00,0.640052,0.0,73.5260000000001,75.9983,73.3492,71.4029,71.4466,72.8498,73.8035
2021-01-04 01:30:00,0.523394,0.0,73.36400000000003,75.9988,73.1117,71.438,71.413,72.2227,73.4315
2021-01-04 02:30:00,0.447232,0.0,72.66200000000006,75.9992,72.8717,71.4772,71.3796,71.6411,72.9545
2021-01-04 03:30:00,0.39878,0.0,73.07600000000009,75.9995,72.7098,71.4967,71.3466,71.2956,72.9035
2021-01-04 04:30:00,0.397564,0.0,73.02200000000005,75.9997,72.6414,71.5158,71.3124,71.2783,73.0445
2021-01-04 05:30:00,0.473155,0.0,73.02200000000005,75.9997,72.5884,71.5247,71.2781,71.0938,73.022
2021-01-04 06:30:00,0.700834,0.0,72.93200000000002,75.9998,72.5361,71.5213,71.2827,71.0088,72.9695
2021-01-04 07:30:00,0.891487,0.076901,72.48200000000003,75.9993,72.5548,71.4953,71.2773,71.0916,72.6695
2021-01-04 08:30:00,1.01141,0.353771,74.71400000000003,75.9991,73.2978,71.4468,71.2648,72.8416,73.784
2021-01-04 09:30:00,1.37028,0.437169,77.75600000000003,75.9979,75.3668,71.3063,71.269,77.85,76.4885
2021-01-04 10:30:00,1.45496,1.43394,79.57400000000001,75.9979,77.1755,71.2968,71.2986,83.933,78.8165
2021-01-04 11:30:00,1.62936,2.54221,79.73600000000008,75.9965,77.9923,71.2126,71.3511,88.0704,79.6685
2021-01-04 12:30:00,1.81471,2.86761,80.6,75.9952,78.2043,71.1419,71.4056,90.2291,80.24
2021-01-04 13:30:00,1.67824,2.84427,81.08600000000007,75.9949,78.2977,71.1146,71.4825,90.9608,80.8835
2021-01-04 14:30:00,1.74867,3.54593,80.29400000000007,75.9944,78.3076,71.0896,71.5577,91.505,80.624
2021-01-04 15:30:00,1.90716,4.09085,79.75400000000005,75.9936,78.1776,70.9767,71.6257,91.819,79.979
2021-01-04 16:30:00,2.1651,3.36614,79.07000000000008,75.9932,77.6388,70.8348,71.6923,90.3714,79.355
2021-01-04 17:30:00,2.22754,1.53159,75.7760000000001,75.9959,76.6717,70.8504,71.7528,86.6265,77.1485
2021-01-04 18:30:00,2.0762,0.0,75.18200000000002,75.9964,75.5596,70.9277,71.7951,81.0021,75.4295
2021-01-04 19:30:00,1.97982,0.0,75.11000000000008,75.9953,74.778,71.0078,71.8033,77.473,75.14
2021-01-04 20:30:00,1.86113,0.0,74.084,75.9957,74.3377,71.0707,71.7861,75.3836,74.5115
2021-01-04 21:30:00,1.68967,0.0,72.86000000000008,75.9959,73.9296,71.1521,71.7573,73.7703,73.37
2021-01-04 22:30:00,1.32188,0.0,72.42800000000008,75.9965,73.6223,71.138,71.7237,72.663,72.608
2021-01-04 23:30:00,1.49736,0.0,71.58200000000002,75.9975,73.2942,71.2968,71.6871,71.8392,71.9345
2021-01-05 00:30:00,0.635636,0.0,71.65400000000005,75.9986,72.9734,71.3791,71.6497,71.0763,71.624
2021-01-05 01:30:00,0.506237,0.0,71.67200000000004,75.999,72.7906,71.5048,71.6122,70.6797,71.6645
2021-01-05 02:30:00,0.419541,0.0,70.46600000000001,75.9995,72.6232,71.5509,71.573,70.1556,70.9685
2021-01-05 03:30:00,0.356121,0.0,70.21400000000003,75.9905,72.336,71.5613,71.534,69.5561,70.319
2021-01-05 04:30:00,0.369891,0.0,70.59200000000001,75.8832,72.1931,71.5867,71.4956,69.2859,70.4345
2021-01-05 05:30:00,0.448607,0.0,71.09600000000006,75.8976,72.1634,71.5865,71.4564,69.1356,70.886
2021-01-05 06:30:00,0.685987,0.0,71.16800000000009,75.7444,72.137,71.5828,71.4177,69.2047,71.138
2021-01-05 07:30:00,0.993681,0.053881,71.6,75.9792,72.3557,71.4845,71.4066,69.5825,71.42
2021-01-05 08:30:00,1.02637,0.352721,71.834,75.9995,73.6256,71.3553,71.4051,71.7813,71.7365
2021-01-05 09:30:00,1.13965,0.679844,74.58800000000005,75.9992,75.3758,71.455,71.4088,76.597,73.4405
2021-01-05 10:30:00,1.25364,1.54482,76.64000000000001,75.9987,76.6742,71.4445,71.4315,82.123,75.785
2021-01-05 11:30:00,1.60516,2.61661,78.27800000000008,75.9977,77.6113,71.3636,71.4722,86.4845,77.5955
2021-01-05 12:30:00,1.56828,3.33267,78.76400000000002,75.9961,78.0647,71.2515,71.513,89.0602,78.5615
