Datetime,base - Site Energy: Total (E) (kWh),base - Site Energy: PV (E) (kWh),OWM Temp,base - Living Space: Indoor Temperature (F),base - Garage: Indoor Temperature (F),base - Unfinished Basement: Indoor Temperature (F),base - Crawlspace: Indoor Temperature (F),base - Unfinished Attic: Indoor Temperature (F),base - Weather: Outdoor Drybulb (F)
2020-01-01 00:30:00,0.56563,0.0,73.90400000000005,75.9991,70.1354,70.5823,69.7262,70.9993,73.0415
2020-01-01 01:30:00,0.462435,0.0,73.32800000000007,75.9994,70.3891,70.5181,69.6068,71.466,73.568
2020-01-01 02:30:00,0.392692,0.0,73.41800000000009,75.9997,70.4045,70.4814,69.5036,71.3666,73.3805
2020-01-01 03:30:00,0.349734,0.0,73.25600000000003,75.9802,70.3977,70.4604,69.4921,71.2506,73.3235
2020-01-01 04:30:00,0.367432,0.0,73.14800000000002,75.8769,70.3323,70.4597,69.4718,71.014,73.193
2020-01-01 05:30:00,0.444919,0.0,71.36600000000001,75.7964,70.1909,70.4367,69.4526,70.3453,72.1085
2020-01-01 06:30:00,0.676151,0.0,70.12400000000002,75.5639,69.8865,70.3942,69.4419,69.3968,70.6415
2020-01-01 07:30:00,0.826175,0.041888,71.33000000000004,75.7915,69.7904,70.3705,69.4302,69.1733,70.8275
2020-01-01 08:30:00,0.97199,0.190811,75.05600000000004,75.9931,71.3136,70.3546,69.4207,72.1609,73.5035
2020-01-01 09:30:00,1.32785,0.417629,77.684,75.9987,74.2254,70.2523,69.4302,79.5558,76.589
2020-01-01 10:30:00,1.37357,1.43649,77.86400000000003,75.9984,76.055,70.1176,69.4697,86.4181,77.789
2020-01-01 11:30:00,1.3722,2.59844,78.60200000000009,75.9983,76.5195,70.1932,69.534,90.621,78.2945
2020-01-01 12:30:00,1.41052,2.32947,77.86400000000003,75.997,76.393,70.1751,69.6073,91.8001,78.1715
2020-01-01 13:30:00,1.52869,2.67589,79.41200000000006,75.9966,75.9249,70.1489,69.6671,90.5823,78.767
2020-01-01 14:30:00,1.79788,3.05149,78.566,75.9951,75.923,70.0369,69.7208,90.9966,78.9185
2020-01-01 15:30:00,1.75669,3.33996,77.72000000000007,75.9955,75.7208,69.8371,69.7671,90.9126,78.0725
2020-01-01 16:30:00,1.76213,1.82498,77.39600000000004,75.9964,75.1116,69.9476,69.8096,89.0132,77.531
2020-01-01 17:30:00,1.9518,0.58051,77.77400000000002,75.9972,74.2908,69.982,69.8436,84.8153,77.6165
2020-01-01 18:30:00,1.91159,0.0,75.00200000000008,75.9974,73.5007,70.0185,69.8524,80.2448,76.157
2020-01-01 19:30:00,1.82679,0.0,74.30000000000001,75.9965,72.6946,70.0574,69.8457,76.8352,74.5925
2020-01-01 20:30:00,1.85391,0.0,73.99400000000009,75.9962,72.1761,70.0556,69.8393,74.6553,74.1215
2020-01-01 21:30:00,1.53919,0.0,73.04000000000002,75.9972,71.8127,70.0023,69.8247,73.1842,73.4375
2020-01-01 22:30:00,1.12924,0.0,72.08600000000007,75.9979,71.3807,70.1978,69.8031,71.8013,72.4835
2020-01-01 23:30:00,0.761546,0.0,71.834,75.9986,71.0927,70.3057,69.7792,70.9839,71.939
2020-01-02 00:30:00,0.563359,0.0,71.78000000000004,75.9991,70.8801,70.3788,69.7513,70.2864,71.8025
2020-01-02 01:30:00,0.451402,0.0,71.06000000000009,75.9995,70.612,70.4236,69.7207,69.5189,71.36
2020-01-02 02:30:00,0.373556,0.0,71.22200000000004,75.9986,70.3505,70.4538,69.6903,68.8295,71.1545
2020-01-02 03:30:00,0.346694,0.0,71.15,75.853,70.1842,70.4659,69.6674,68.434,71.18
2020-01-02 04:30:00,0.367432,0.0,70.03399999999999,75.612,70.0834,70.4439,69.6471,68.1723,70.499
2020-01-02 05:30:00,0.669364,0.0,70.59200000000001,75.8885,70.0275,70.3301,69.6238,67.9984,70.3595
2020-01-02 06:30:00,0.693506,0.0,70.01600000000002,75.56,70.0517,70.253,69.6018,68.1842,70.256
2020-01-02 07:30:00,0.879326,0.03056,71.18600000000006,75.6498,70.1349,70.3895,69.5853,68.5017,70.6985
2020-01-02 08:30:00,0.966629,0.184694,73.99400000000009,75.9885,71.872,70.3457,69.5732,71.7323,72.824
2020-01-02 09:30:00,1.08525,0.410731,76.208,75.9995,74.3056,70.3811,69.58,78.2748,75.2855
2020-01-02 10:30:00,1.20423,1.49763,76.94600000000005,75.999,75.9234,70.3272,69.617,85.3115,76.6385
2020-01-02 11:30:00,1.77392,2.5395,76.892,75.9972,76.7093,70.2725,69.6777,89.7395,76.9145
2020-01-02 12:30:00,1.40693,2.64512,76.38800000000005,75.9967,76.4826,70.1967,69.7453,89.6415,76.598
2020-01-02 13:30:00,1.43777,2.92898,77.75600000000003,75.9963,75.9577,70.2042,69.8061,88.3016,77.186
2020-01-02 14:30:00,1.48117,2.43485,76.60400000000006,75.9959,75.6975,70.1857,69.8593,87.3499,77.084
2020-01-02 15:30:00,1.55294,2.60968,77.05400000000006,75.9955,75.2771,70.1625,69.9048,85.3171,76.8665
2020-01-02 16:30:00,1.71799,2.34369,76.96400000000003,75.9951,74.9098,70.1296,69.9402,83.7953,77.0015
2020-01-02 17:30:00,1.94303,1.25531,76.06400000000002,75.9956,74.3298,70.1089,69.9696,81.5594,76.439
2020-01-02 18:30:00,1.86869,0.0,74.69600000000005,75.9963,73.6607,70.1469,69.9892,78.1518,75.266
2020-01-02 19:30:00,1.81304,0.0,74.4260000000001,75.9958,73.0251,70.1997,69.9896,75.8772,74.5385
2020-01-02 20:30:00,1.71806,0.0,74.75,75.9963,72.6305,70.2466,69.977,74.5226,74.615
2020-01-02 21:30:00,1.5373,0.0,74.066,75.9967,72.4659,70.2973,69.9621,73.7717,74.351
2020-01-02 22:30:00,1.13057,0.0,72.62600000000009,75.9975,72.2114,70.3527,69.9447,72.8361,73.226
2020-01-02 23:30:00,0.710495,0.0,71.74400000000009,75.9989,71.8628,70.4404,69.9233,71.9505,72.1115
2020-01-03 00:30:00,0.463836,0.0,71.6,75.9984,71.6058,70.5594,69.8986,71.4711,71.66
2020-01-03 01:30:00,0.395858,0.0,72.5,75.924,71.4595,70.5952,69.8718,71.537,72.125
2020-01-03 02:30:00,0.361603,0.0,72.62600000000009,75.8602,71.5174,70.5861,69.8449,71.7477,72.5735
2020-01-03 03:30:00,0.346694,0.0,72.87800000000007,75.7383,71.5856,70.5718,69.8194,71.8003,72.773
2020-01-03 04:30:00,0.367432,0.0,71.67200000000004,75.5328,71.5595,70.5559,69.8036,71.5358,72.1745
2020-01-03 05:30:00,0.444919,0.0,72.44600000000005,75.5219,71.4148,70.5336,69.7862,71.2813,72.1235
2020-01-03 06:30:00,0.676151,0.0,72.68000000000004,75.5909,71.4322,70.5263,69.7673,71.4552,72.5825
2020-01-03 07:30:00,0.826175,0.066104,73.25600000000003,75.7577,71.5757,70.5183,69.7529,71.8155,73.016
2020-01-03 08:30:00,1.06357,0.379862,74.15600000000003,75.9341,72.0413,70.4695,69.7452,72.919,73.781
2020-01-03 09:30:00,1.26502,0.763819,75.63200000000002,75.9994,72.6915,70.4452,69.7474,74.8437,75.017
2020-01-03 10:30:00,1.30404,1.47418,77.14400000000008,75.9981,73.6971,70.4206,69.7633,77.8945,76.514
2020-01-03 11:30:00,1.23367,2.17571,75.95600000000003,75.9974,74.5388,70.4317,69.7973,80.6821,76.451
2020-01-03 12:30:00,1.3725,2.99003,78.42200000000004,75.9968,75.0371,70.4062,69.8432,83.0819,77.3945
2020-01-03 13:30:00,1.43495,3.31332,78.76400000000002,75.9956,75.744,70.3511,69.8943,85.5546,78.6215
2020-01-03 14:30:00,1.52383,3.46251,78.09800000000003,75.9949,75.9326,70.3371,69.9468,86.2337,78.3755
2020-01-03 15:30:00,1.63295,3.15122,77.99000000000002,75.9942,75.7204,70.2926,70.0077,85.3194,78.035
2020-01-03 16:30:00,1.77704,2.45008,77.19800000000004,75.9939,75.2968,70.2627,70.0628,83.7649,77.528
2020-01-03 17:30:00,1.97084,1.14986,75.79400000000007,75.9943,74.6064,70.2552,70.1035,81.3671,76.379
2020-01-03 18:30:00,2.06143,0.0,75.97400000000002,75.9936,73.9071,70.2539,70.1232,78.3746,75.899
2020-01-03 19:30:00,1.9424,0.0,75.00200000000008,75.9942,73.5114,70.1893,70.1196,76.2736,75.407
2020-01-03 20:30:00,1.85426,0.0,73.65200000000007,75.9957,73.1397,70.3541,70.1127,74.6631,74.2145
2020-01-03 21:30:00,1.54788,0.0,74.93000000000004,75.9962,72.874,70.4203,70.1052,74.0482,74.3975
2020-01-03 22:30:00,1.17098,0.0,74.15600000000003,75.9969,72.7408,70.4624,70.0893,73.7633,74.4785
2020-01-03 23:30:00,0.794825,0.0,74.44400000000007,75.998,72.6614,70.5307,70.0692,73.5509,74.324
