Datetime,base - Site Energy: Total (E) (kWh),base - Site Energy: PV (E) (kWh),OWM Temp,base - Living Space: Indoor Temperature (F),base - Garage: Indoor Temperature (F),base - Unfinished Basement: Indoor Temperature (F),base - Crawlspace: Indoor Temperature (F),base - Unfinished Attic: Indoor Temperature (F),base - Weather: Outdoor Drybulb (F)
2013-01-01 00:30:00,0.454379,0.0,66.88399999999999,75.3827,70.0002,71.0489,70.22,68.3414,68.1965
2013-01-01 01:30:00,0.395858,0.0,67.892,75.0638,69.4319,70.9547,70.1341,67.0541,67.472
2013-01-01 02:30:00,0.361603,0.0,66.542,74.6959,69.1091,70.9543,70.1626,66.2697,67.1045
2013-01-01 03:30:00,0.346694,0.0,68.0,74.3593,68.9845,70.9317,70.1327,65.9779,67.3925
2013-01-01 04:30:00,0.367432,0.0,68.0,74.1958,69.0123,70.9179,70.0937,66.0128,68.0
2013-01-01 05:30:00,0.444919,0.0,68.07200000000003,74.063,69.0493,70.8916,70.0609,65.9565,68.042
2013-01-01 06:30:00,0.676151,0.0,67.73000000000005,73.7462,69.0014,70.8631,70.0287,66.1058,67.8725
2013-01-01 07:30:00,0.826175,0.093236,68.93600000000006,73.8639,69.1359,70.8401,70.0001,66.8312,68.4335
2013-01-01 08:30:00,0.897485,0.556066,73.20200000000008,74.1534,69.9636,70.8504,69.9771,69.3809,71.4245
2013-01-01 09:30:00,0.963507,0.968256,73.20200000000008,74.9823,71.1556,70.8808,69.964,72.4746,73.202
2013-01-01 10:30:00,0.976945,1.67934,73.38200000000002,75.3763,72.0694,70.8822,69.9689,74.9189,73.307
2013-01-01 11:30:00,0.990626,2.25444,70.91600000000001,75.2302,72.7473,70.8892,69.9992,76.9649,71.9435
2013-01-01 12:30:00,0.984265,2.54151,72.41000000000008,75.5206,72.8614,70.8988,70.0467,78.0473,71.7875
2013-01-01 13:30:00,1.00449,2.38895,71.90600000000003,75.9789,73.1755,70.9416,70.1005,79.181,72.116
2013-01-01 14:30:00,1.24813,2.27013,71.492,75.9962,73.1093,70.8849,70.1556,78.5807,71.6645
2013-01-01 15:30:00,1.17256,2.97662,71.51000000000008,75.9984,72.8974,70.7134,70.2073,78.2123,71.5025
2013-01-01 16:30:00,1.17362,1.78938,69.83600000000007,75.9986,72.5203,70.8618,70.2545,77.0009,70.5335
2013-01-01 17:30:00,1.26604,0.525574,67.28000000000004,75.9628,71.5685,70.941,70.2991,73.4081,68.345
2013-01-01 18:30:00,1.30161,0.0,67.01000000000008,75.9871,70.4439,71.0054,70.3246,70.084,67.1225
2013-01-01 19:30:00,1.32449,0.0,66.66800000000009,75.9994,69.8177,71.0005,70.3271,68.4123,66.8105
2013-01-01 20:30:00,1.43302,0.0,66.30799999999999,75.9979,69.5835,70.9396,70.317,67.3589,66.458
2013-01-01 21:30:00,1.18855,0.0,71.90600000000003,75.9995,69.6564,70.8386,70.302,67.892,69.5735
2013-01-01 22:30:00,0.863023,0.0,71.47400000000002,76.0002,70.2273,71.032,70.2846,69.3683,71.654
