Datetime,base - Site Energy: Total (E) (kWh),base - Site Energy: PV (E) (kWh),OWM Temp,base - Living Space: Indoor Temperature (F),base - Garage: Indoor Temperature (F),base - Unfinished Basement: Indoor Temperature (F),base - Crawlspace: Indoor Temperature (F),base - Unfinished Attic: Indoor Temperature (F),base - Weather: Outdoor Drybulb (F)
2008-01-01 00:30:00,0.50331,0.0,71.52800000000008,75.9995,70.8005,71.3939,70.8135,70.2184,71.1305
2008-01-01 01:30:00,0.418161,0.0,71.40200000000007,75.9998,70.7659,71.4152,70.7907,70.0428,71.4545
2008-01-01 02:30:00,0.3617,0.0,70.934,75.8866,70.7051,71.4435,70.7613,69.787,71.129
2008-01-01 03:30:00,0.346694,0.0,70.934,75.6542,70.6439,71.4407,70.7362,69.5796,70.934
2008-01-01 04:30:00,0.367432,0.0,71.816,75.5035,70.6292,71.4352,70.7089,69.69,71.4485
2008-01-01 05:30:00,0.444919,0.0,71.816,75.4703,70.7236,71.4302,70.6986,69.8695,71.816
2008-01-01 06:30:00,0.676151,0.0,71.09600000000006,75.3914,70.7381,71.412,70.6942,69.7456,71.396
2008-01-01 07:30:00,0.826175,0.07302,71.90600000000003,75.6094,70.7735,71.3919,70.6855,69.8432,71.5685
2008-01-01 08:30:00,0.898863,0.446948,73.27400000000002,75.879,71.6246,71.4053,70.6818,71.8942,72.704
2008-01-01 09:30:00,1.2155,0.855399,73.72400000000002,75.9982,73.0905,71.332,70.6938,75.4519,73.5365
2008-01-01 10:30:00,1.23017,1.64791,76.11800000000008,75.9985,74.2599,71.1719,70.7265,79.683,75.1205
2008-01-01 11:30:00,1.20867,2.3315,75.14600000000004,75.9978,74.8794,71.3062,70.7774,82.4674,75.551
2008-01-01 12:30:00,1.31831,2.93481,77.684,75.997,75.2492,71.2803,70.8371,84.6518,76.6265
2008-01-01 13:30:00,1.47757,3.38314,77.52200000000005,75.9962,75.7513,71.2059,70.8966,86.0812,77.5895
2008-01-01 14:30:00,1.80744,3.94105,77.63000000000005,75.994,75.8562,71.0585,70.9476,86.049,77.585
2008-01-01 15:30:00,1.74833,3.77636,75.72200000000004,75.9945,75.5916,70.8316,71.0257,85.8714,76.517
2008-01-01 16:30:00,1.7649,2.57501,76.17200000000004,75.9945,75.0094,70.9489,71.1005,84.5952,75.9845
2008-01-01 17:30:00,1.91616,1.06282,73.41800000000009,75.9967,74.2801,70.9794,71.1647,81.2811,74.5655
2008-01-01 18:30:00,1.82879,0.0,71.67200000000004,75.9971,73.2561,71.0568,71.2041,76.8547,72.3995
2008-01-01 19:30:00,1.75154,0.0,71.63600000000008,75.996,72.4612,71.1153,71.2121,73.8273,71.651
2008-01-01 20:30:00,1.79196,0.0,71.78000000000004,75.9957,72.0736,71.1217,71.1978,72.3188,71.72
2008-01-01 21:30:00,1.4603,0.0,71.47400000000002,75.9972,71.8667,71.068,71.1726,71.4674,71.6015
2008-01-01 22:30:00,1.05804,0.0,71.33000000000004,75.9981,71.7005,71.2922,71.1423,70.9562,71.39
2008-01-01 23:30:00,0.689702,0.0,70.57400000000001,75.999,71.5164,71.4086,71.1096,70.4822,70.889
