Datetime,base - Site Energy: Total (E) (kWh),base - Site Energy: PV (E) (kWh),OWM Temp,base - Living Space: Indoor Temperature (F),base - Garage: Indoor Temperature (F),base - Unfinished Basement: Indoor Temperature (F),base - Crawlspace: Indoor Temperature (F),base - Unfinished Attic: Indoor Temperature (F),base - Weather: Outdoor Drybulb (F)
2017-01-01 00:30:00,0.480083,0.0,68.16200000000006,75.9986,71.6024,71.4822,71.9162,67.6518,68.162
2017-01-01 01:30:00,0.395858,0.0,66.74000000000002,75.7562,71.3572,71.5286,71.9411,67.0332,67.3325
2017-01-01 02:30:00,0.361603,0.0,66.12800000000007,75.3785,71.0702,71.5138,71.9401,66.2587,66.383
2017-01-01 03:30:00,0.346694,0.0,65.13800000000005,74.9907,70.7823,71.4863,71.9278,65.448,65.5505
2017-01-01 04:30:00,0.367432,0.0,65.2100000000001,74.6224,70.5037,71.4539,71.9075,64.8245,65.18
2017-01-01 05:30:00,0.444919,0.0,64.86800000000008,74.4555,70.3842,71.4253,71.8811,64.3317,65.0105
2017-01-01 06:30:00,0.676151,0.0,64.54400000000007,73.9284,70.2377,71.3913,71.8517,63.7969,64.679
2017-01-01 07:30:00,0.826175,0.040484,66.65,74.2768,70.2798,71.3689,71.8222,63.9968,65.7725
2017-01-01 08:30:00,0.897485,0.196837,71.97800000000007,74.7844,71.7926,71.3909,71.7963,67.818,69.758
2017-01-01 09:30:00,1.08473,0.376407,75.57800000000007,75.6754,74.9723,71.3903,71.7938,75.1636,74.078
2017-01-01 10:30:00,1.17066,1.45688,78.17000000000007,75.9993,76.8354,71.3169,71.83,82.2776,77.09
2017-01-01 11:30:00,1.2306,2.80342,78.26000000000008,75.9987,77.7889,71.3593,71.9022,87.3613,78.2225
2017-01-01 12:30:00,1.36606,3.80822,78.584,75.9973,78.2293,71.2839,71.9996,90.5258,78.449
2017-01-01 13:30:00,1.53501,4.39728,77.88200000000002,75.9965,78.459,71.1689,72.1053,92.1515,78.1745
2017-01-01 14:30:00,1.85963,4.58395,78.18800000000005,75.995,78.3114,70.9843,72.2067,92.1869,78.0605
2017-01-01 15:30:00,1.87822,4.32814,77.91800000000009,75.9949,77.9084,70.7084,72.2995,91.1051,78.0305
2017-01-01 16:30:00,1.92612,3.51659,74.73200000000003,75.9962,77.1573,70.7809,72.3814,88.1138,76.0595
2017-01-01 17:30:00,2.00873,1.58305,73.04000000000002,75.9969,75.908,70.8118,72.4568,83.7621,73.745
2017-01-01 18:30:00,1.92269,0.0,71.31200000000007,75.9972,74.723,70.926,72.5045,78.534,72.032
